Cargo,Salario,Experiencia_previa,Nivel_experiencia,Ubicacion_empresa,Cargos_generalizados
Data Scientist,135000,,EX,US,Scientist
Data Scientist,95000,,EX,US,Scientist
ML Engineer,287700,,EX,US,Engineer
ML Engineer,148000,,EX,US,Engineer
Data Scientist,227240,,EX,US,Scientist
Data Scientist,197600,,EX,US,Scientist
Data Scientist,161000,,EX,US,Scientist
Data Scientist,140000,,EX,US,Scientist
Machine Learning Engineer,221000,,EX,US,Engineer
Machine Learning Engineer,185000,,EX,US,Engineer
Data Scientist,210000,,EX,US,Scientist
Data Scientist,178500,,EX,US,Scientist
Machine Learning Engineer,180000,,EX,US,Engineer
Machine Learning Engineer,150000,,EX,US,Engineer
Analytics Engineer,146100,,EX,GB,Engineer
Analytics Engineer,112400,,EX,GB,Engineer
Data Analyst,160000,,EX,US,Analyst
Data Analyst,140000,,EX,US,Analyst
Data Architect,86128,,EX,GB,Other
Data Architect,79976,,EX,GB,Other
Machine Learning Engineer,331640,,EX,US,Engineer
Machine Learning Engineer,267720,,EX,US,Engineer
Data Engineer,285000,,EX,US,Engineer
Data Engineer,205000,,EX,US,Engineer
Computer Vision Engineer,90000,,EX,US,Engineer
Data Analyst,120350,,EX,US,Analyst
Data Analyst,74400,,EX,US,Analyst
Data Engineer,146000,,EX,US,Engineer
Data Engineer,94000,,EX,US,Engineer
Machine Learning Engineer,237400,,EX,US,Engineer
Machine Learning Engineer,158200,,EX,US,Engineer
Business Intelligence Engineer,225000,,EX,US,Engineer
Business Intelligence Engineer,156400,,EX,US,Engineer
ML Engineer,192000,,EX,US,Engineer
ML Engineer,164000,,EX,US,Engineer
Business Intelligence Engineer,150000,,EX,US,Engineer
Business Intelligence Engineer,141000,,EX,US,Engineer
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Applied Scientist,309400,,EX,US,Scientist
Applied Scientist,159100,,EX,US,Scientist
Analytics Engineer,267000,,EX,US,Engineer
Analytics Engineer,205000,,EX,US,Engineer
Research Scientist,147100,,EX,US,Scientist
Research Scientist,90700,,EX,US,Scientist
Data Analyst,115000,,EX,US,Analyst
Data Analyst,72000,,EX,US,Analyst
Data Analyst,169000,,EX,US,Analyst
Data Analyst,110600,,EX,US,Analyst
Data Analyst,67672,,EX,GB,Analyst
Data Analyst,67672,,EX,GB,Analyst
Business Intelligence Engineer,185000,,EX,US,Engineer
Business Intelligence Engineer,79600,,EX,US,Engineer
Data Engineer,165000,,EX,US,Engineer
Data Engineer,141000,,EX,US,Engineer
Cloud Data Engineer,177177,,EX,GB,Engineer
Data Scientist,240000,,EX,US,Scientist
Data Scientist,142000,,EX,US,Scientist
Machine Learning Engineer,180000,,EX,US,Engineer
Machine Learning Engineer,105000,,EX,US,Engineer
Data Analyst,80000,,EX,US,Analyst
Data Analyst,60000,,EX,US,Analyst
Machine Learning Engineer,268000,,EX,US,Engineer
Machine Learning Engineer,180000,,EX,US,Engineer
Analytics Engineer,144628,,EX,US,Engineer
Analytics Engineer,115702,,EX,US,Engineer
Data Analyst,144000,,EX,US,Analyst
Data Analyst,132000,,EX,US,Analyst
Data Analyst,106400,,EX,GB,Analyst
Data Analyst,81800,,EX,GB,Analyst
Data Analyst,134200,,EX,GB,Analyst
Data Analyst,103200,,EX,GB,Analyst
Data Analyst,110000,,EX,US,Analyst
Data Analyst,93500,,EX,US,Analyst
Data Engineer,208200,,EX,US,Engineer
Data Engineer,151200,,EX,US,Engineer
Machine Learning Engineer,240000,,EX,US,Engineer
Machine Learning Engineer,180000,,EX,US,Engineer
Data Scientist,270000,,EX,US,Scientist
Data Scientist,220000,,EX,US,Scientist
Data Engineer,194500,,EX,US,Engineer
Data Engineer,115500,,EX,US,Engineer
Data Scientist,225000,,EX,US,Scientist
Data Scientist,156400,,EX,US,Scientist
Data Analyst,140000,,EX,GB,Analyst
Data Analyst,100000,,EX,GB,Analyst
Machine Learning Engineer,193600,,EX,US,Engineer
Machine Learning Engineer,119700,,EX,US,Engineer
Machine Learning Engineer,225000,,EX,FR,Engineer
Machine Learning Engineer,199000,,EX,FR,Engineer
Data Analyst,50000,,EX,US,Analyst
Data Analyst,40000,,EX,US,Analyst
Data Scientist,185900,,EX,US,Scientist
Data Scientist,129300,,EX,US,Scientist
Data Analyst,120000,,EX,US,Analyst
Data Analyst,95000,,EX,US,Analyst
Data Analyst,98432,,EX,GB,Analyst
Data Analyst,55368,,EX,GB,Analyst
Data Scientist,225000,,EX,US,Scientist
Data Scientist,156400,,EX,US,Scientist
Analytics Engineering Manager,399880,,EX,GB,Engineer
Data Scientist,100416,,EX,NO,Scientist
Data Engineer,41027,,EX,ES,Engineer
Machine Learning Engineer,155000,,EX,US,Engineer
Machine Learning Engineer,100000,,EX,US,Engineer
Data Analyst,85000,,EX,US,Analyst
Data Analyst,65000,,EX,US,Analyst
Data Architect,280100,,EX,US,Other
Data Architect,168100,,EX,US,Other
Machine Learning Scientist,200000,,EX,US,Scientist
Machine Learning Scientist,120000,,EX,US,Scientist
Business Intelligence Engineer,185000,,EX,US,Engineer
Business Intelligence Engineer,79600,,EX,US,Engineer
Data Engineer,149040,,EX,US,Engineer
Data Engineer,113900,,EX,US,Engineer
Machine Learning Engineer,240000,,EX,US,Engineer
Machine Learning Engineer,180000,,EX,US,Engineer
Machine Learning Scientist,165000,,EX,US,Scientist
Machine Learning Scientist,145000,,EX,US,Scientist
Machine Learning Scientist,165000,,EX,US,Scientist
Machine Learning Scientist,145000,,EX,US,Scientist
Data Architect,274450,,EX,US,Other
Data Architect,199600,,EX,US,Other
Data Engineer,83500,,EX,US,Engineer
Data Engineer,52500,,EX,US,Engineer
Business Intelligence Developer,140000,,EX,CA,Business Intelligence
Business Intelligence Developer,76500,,EX,CA,Business Intelligence
Data Scientist,48585,,EX,ES,Scientist
Data Scientist,38868,,EX,ES,Scientist
Data Architect,306000,,EX,US,Other
Data Architect,204000,,EX,US,Other
Machine Learning Engineer,204500,,EX,US,Engineer
Machine Learning Engineer,142200,,EX,US,Engineer
Data Scientist,185900,,EX,US,Scientist
Data Scientist,129300,,EX,US,Scientist
Data Analyst,136000,,EX,US,Analyst
Data Analyst,104000,,EX,US,Analyst
Data Engineer,115000,,EX,US,Engineer
Data Engineer,81500,,EX,US,Engineer
Research Scientist,280000,,EX,GB,Scientist
Data Scientist,76508,,EX,NO,Scientist
Data Scientist,250000,,EX,US,Scientist
Data Scientist,180000,,EX,US,Scientist
Data Engineer,100000,,EX,US,Engineer
Data Engineer,70000,,EX,US,Engineer
Data Engineer,100000,,EX,US,Engineer
Data Engineer,70000,,EX,US,Engineer
Data Scientist,240000,,EX,US,Scientist
Data Scientist,157000,,EX,US,Scientist
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Machine Learning Engineer,204500,,EX,US,Engineer
Machine Learning Engineer,142200,,EX,US,Engineer
Data Analyst,140700,,EX,US,Analyst
Data Analyst,109600,,EX,US,Analyst
Machine Learning Engineer,278000,,EX,US,Engineer
Machine Learning Engineer,173000,,EX,US,Engineer
Data Analyst,110000,,EX,US,Analyst
Data Analyst,95000,,EX,US,Analyst
Data Engineer,305000,,EX,US,Engineer
Data Engineer,160000,,EX,US,Engineer
Data Engineer,175000,,EX,US,Engineer
Data Engineer,125000,,EX,US,Engineer
Data Analyst,155000,,EX,GB,Analyst
Data Analyst,120000,,EX,GB,Analyst
Data Analyst,85000,,EX,US,Analyst
Data Analyst,80000,,EX,US,Analyst
Data Scientist,24000,,EX,US,Scientist
Machine Learning Infrastructure Engineer,165400,,EX,GB,Engineer
Machine Learning Infrastructure Engineer,127300,,EX,GB,Engineer
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Business Intelligence Engineer,259000,,EX,US,Engineer
Business Intelligence Engineer,138750,,EX,US,Engineer
Decision Scientist,185900,,EX,US,Scientist
Decision Scientist,129300,,EX,US,Scientist
Machine Learning Engineer,273400,,EX,US,Engineer
Machine Learning Engineer,182200,,EX,US,Engineer
Data Scientist,192000,,EX,US,Scientist
Data Scientist,178000,,EX,US,Scientist
Data Scientist,218000,,EX,US,Scientist
Data Scientist,85000,,EX,US,Scientist
Data Specialist,132000,,EX,US,Other
Data Specialist,71500,,EX,US,Other
Data Engineer,252000,,EX,US,Engineer
Data Engineer,129000,,EX,US,Engineer
Analytics Engineer,215050,,EX,US,Engineer
Analytics Engineer,113100,,EX,US,Engineer
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Scientist,218000,,EX,US,Scientist
Data Scientist,85000,,EX,US,Scientist
Data Scientist,130000,,EX,US,Scientist
Data Scientist,85000,,EX,US,Scientist
Data Engineer,250000,,EX,US,Engineer
Data Engineer,200000,,EX,US,Engineer
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,170000,,EX,US,Engineer
Data Engineer,145000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
Data Scientist,184000,,EX,US,Scientist
Data Scientist,123000,,EX,US,Scientist
Data Analyst,75000,,EX,US,Analyst
Data Analyst,65000,,EX,US,Analyst
Research Scientist,168400,,EX,US,Scientist
Research Scientist,90700,,EX,US,Scientist
Data Engineer,185900,,EX,US,Engineer
Data Engineer,129300,,EX,US,Engineer
Data Scientist,258000,,EX,CA,Scientist
Data Scientist,190000,,EX,CA,Scientist
Data Analyst,169000,,EX,US,Analyst
Data Analyst,110600,,EX,US,Analyst
Data Analyst,80000,,EX,US,Analyst
Data Analyst,70000,,EX,US,Analyst
Data Analyst,136505,,EX,US,Analyst
Data Analyst,100895,,EX,US,Analyst
Machine Learning Engineer,200000,,EX,US,Engineer
Machine Learning Engineer,150000,,EX,US,Engineer
Business Intelligence Engineer,202800,,EX,US,Engineer
Business Intelligence Engineer,104300,,EX,US,Engineer
Data Engineer,275300,,EX,US,Engineer
Data Engineer,183500,,EX,US,Engineer
Data Scientist,168400,,EX,US,Scientist
Data Scientist,105200,,EX,US,Scientist
Data Architect,240000,,EX,US,Other
Data Architect,150000,,EX,US,Other
Data Manager,130000,,EX,US,Other
Data Manager,120000,,EX,US,Other
Data Analyst,93000,,EX,US,Analyst
Applied Scientist,248100,,EX,US,Scientist
Applied Scientist,145900,,EX,US,Scientist
Data Analyst,177000,,EX,US,Analyst
Data Analyst,118000,,EX,US,Analyst
Data Analyst,120350,,EX,US,Analyst
Data Analyst,74400,,EX,US,Analyst
Data Engineer,190000,,EX,US,Engineer
Data Engineer,120000,,EX,US,Engineer
Machine Learning Engineer,237400,,EX,GB,Engineer
Machine Learning Engineer,132870,,EX,GB,Engineer
Research Scientist,248100,,EX,US,Scientist
Research Scientist,145900,,EX,US,Scientist
Data Scientist,170000,,EX,US,Scientist
Data Scientist,125000,,EX,US,Scientist
Data Engineer,105000,,EX,US,Engineer
Data Engineer,90000,,EX,US,Engineer
Machine Learning Engineer,317070,,EX,US,Engineer
Machine Learning Engineer,170730,,EX,US,Engineer
Machine Learning Engineer,170000,,EX,US,Engineer
Machine Learning Engineer,125000,,EX,US,Engineer
Data Engineer,158700,,EX,US,Engineer
Data Engineer,123906,,EX,US,Engineer
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Engineer,166000,,EX,US,Engineer
Data Engineer,128000,,EX,US,Engineer
Data Engineer,80976,,EX,ES,Engineer
Data Engineer,66940,,EX,ES,Engineer
Data Engineer,333500,,EX,US,Engineer
Data Engineer,180500,,EX,US,Engineer
Machine Learning Engineer,242921,,EX,US,Engineer
Machine Learning Engineer,170045,,EX,US,Engineer
Research Scientist,248100,,EX,US,Scientist
Research Scientist,145900,,EX,US,Scientist
Data Engineer,92280,,EX,GB,Engineer
Data Engineer,76284,,EX,GB,Engineer
Business Intelligence Engineer,225000,,EX,US,Engineer
Business Intelligence Engineer,156400,,EX,US,Engineer
Data Engineer,257400,,EX,US,Engineer
Data Engineer,210600,,EX,US,Engineer
Data Operations Specialist,65000,,EX,US,Other
Data Operations Specialist,50000,,EX,US,Other
Data Engineer,293000,,EX,US,Engineer
Data Engineer,180000,,EX,US,Engineer
Director of Data Science,260000,,EX,US,Other
Director of Data Science,192000,,EX,US,Other
Machine Learning Scientist,170000,,EX,US,Scientist
Machine Learning Scientist,125000,,EX,US,Scientist
Business Intelligence Data Analyst,99000,,EX,US,Analyst
Data Analyst,130000,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Machine Learning Engineer,233000,,EX,US,Engineer
Machine Learning Engineer,166000,,EX,US,Engineer
Data Engineer,185100,,EX,US,Engineer
Data Engineer,127600,,EX,US,Engineer
Data Analyst,105000,,EX,US,Analyst
Data Analyst,80000,,EX,US,Analyst
Data Analyst,160000,,EX,US,Analyst
Data Analyst,55000,,EX,US,Analyst
Machine Learning Engineer,241000,,EX,US,Engineer
Machine Learning Engineer,163000,,EX,US,Engineer
Data Scientist,120000,,EX,US,Scientist
Data Scientist,90000,,EX,US,Scientist
Data Scientist,218000,,EX,US,Scientist
Data Scientist,118000,,EX,US,Scientist
Data Scientist,210000,,EX,US,Scientist
Data Scientist,168000,,EX,US,Scientist
Machine Learning Engineer,311000,,EX,US,Engineer
Machine Learning Engineer,162540,,EX,US,Engineer
Insight Analyst,51676,,EX,GB,Analyst
Insight Analyst,43064,,EX,GB,Analyst
Data Scientist,258750,,EX,US,Scientist
Data Scientist,185000,,EX,US,Scientist
Data Scientist,225000,,EX,US,Scientist
Data Scientist,145000,,EX,US,Scientist
Machine Learning Engineer,226600,,EX,US,Engineer
Machine Learning Engineer,140100,,EX,US,Engineer
Data Scientist,48585,,EX,ES,Scientist
Data Scientist,38868,,EX,ES,Scientist
Data Scientist,190000,,EX,US,Scientist
Data Scientist,165000,,EX,US,Scientist
Data Scientist,175000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
Machine Learning Engineer,247500,,EX,US,Engineer
Machine Learning Engineer,172200,,EX,US,Engineer
Machine Learning Engineer,247500,,EX,US,Engineer
Machine Learning Engineer,172200,,EX,US,Engineer
Data Engineer,153600,,EX,US,Engineer
Data Engineer,106800,,EX,US,Engineer
Business Intelligence Developer,140000,,EX,CA,Business Intelligence
Business Intelligence Developer,76500,,EX,CA,Business Intelligence
ETL Developer,182850,,EX,US,Other
ETL Developer,113000,,EX,US,Other
Data Engineer,150000,,EX,US,Engineer
Data Engineer,120000,,EX,US,Engineer
Data Analyst,105000,,EX,US,Analyst
Data Analyst,95000,,EX,US,Analyst
Data Architect,306000,,EX,US,Other
Data Architect,204000,,EX,US,Other
Data Scientist,160000,,EX,US,Scientist
Data Scientist,135000,,EX,US,Scientist
Data Architect,104584,,EX,GB,Other
Data Architect,92280,,EX,GB,Other
Data Analyst,126000,,EX,US,Analyst
Data Analyst,86400,,EX,US,Analyst
Data Engineer,232760,,EX,US,Engineer
Data Engineer,169280,,EX,US,Engineer
Data Analyst,136000,,EX,US,Analyst
Data Analyst,104000,,EX,US,Analyst
Data Scientist,185900,,EX,US,Scientist
Data Scientist,129300,,EX,US,Scientist
Data Scientist,168000,,EX,US,Scientist
Data Scientist,130000,,EX,US,Scientist
Data Scientist,185900,,EX,US,Scientist
Data Scientist,129300,,EX,US,Scientist
Data Engineer,162500,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Scientist,240350,,EX,US,Scientist
Data Scientist,174800,,EX,US,Scientist
Machine Learning Engineer,247500,,EX,US,Engineer
Machine Learning Engineer,172200,,EX,US,Engineer
Data Engineer,154000,,EX,US,Engineer
Data Engineer,116000,,EX,US,Engineer
Data Scientist,168000,,EX,US,Scientist
Data Scientist,130000,,EX,US,Scientist
Data Analyst,153600,,EX,US,Analyst
Data Analyst,107500,,EX,US,Analyst
Data Analyst,94100,,EX,GB,Analyst
Data Analyst,72400,,EX,GB,Analyst
ML Engineer,178000,,EX,US,Engineer
ML Engineer,152000,,EX,US,Engineer
Applied Scientist,192000,,EX,US,Scientist
Applied Scientist,164000,,EX,US,Scientist
Data Scientist,233200,,EX,US,Scientist
Data Scientist,140000,,EX,US,Scientist
Data Engineer,194000,,EX,US,Engineer
Data Engineer,161000,,EX,US,Engineer
Business Intelligence Engineer,225000,,EX,US,Engineer
Business Intelligence Engineer,156400,,EX,US,Engineer
NLP Engineer,210000,,EX,US,Engineer
NLP Engineer,160000,,EX,US,Engineer
Data Analyst,153600,,EX,US,Analyst
Data Analyst,107500,,EX,US,Analyst
Data Engineer,185900,,EX,US,Engineer
Data Engineer,129300,,EX,US,Engineer
Data Scientist,145000,,EX,US,Scientist
Data Scientist,120000,,EX,US,Scientist
Data Analyst,206000,,EX,US,Analyst
Data Analyst,130000,,EX,US,Analyst
Data Analyst,153600,,EX,US,Analyst
Data Analyst,107500,,EX,US,Analyst
Data Engineer,146100,,EX,GB,Engineer
Data Engineer,112400,,EX,GB,Engineer
Data Engineer,241000,,EX,US,Engineer
Data Engineer,155000,,EX,US,Engineer
Data Engineer,194500,,EX,US,Engineer
Data Engineer,115500,,EX,US,Engineer
Data Specialist,110000,,EX,US,Other
Data Specialist,70000,,EX,US,Other
ML Engineer,199000,,EX,US,Engineer
ML Engineer,145000,,EX,US,Engineer
Data Scientist,200000,,EX,US,Scientist
Data Scientist,170000,,EX,US,Scientist
Data Scientist,150120,,EX,US,Scientist
Data Scientist,120096,,EX,US,Scientist
Machine Learning Engineer,253000,,EX,US,Engineer
Machine Learning Engineer,168000,,EX,US,Engineer
Data Scientist,200000,,EX,US,Scientist
Data Scientist,170000,,EX,US,Scientist
Decision Scientist,185900,,EX,US,Scientist
Decision Scientist,129300,,EX,US,Scientist
Analytics Engineer,178600,,EX,US,Engineer
Analytics Engineer,142880,,EX,US,Engineer
Data Science Manager,255000,,EX,US,Other
Data Science Manager,169000,,EX,US,Other
Data Scientist,155000,,EX,US,Scientist
Data Scientist,100000,,EX,US,Scientist
Data Engineer,151410,,EX,US,Engineer
Data Engineer,144200,,EX,US,Engineer
Data Scientist,151410,,EX,US,Scientist
Data Scientist,115360,,EX,US,Scientist
Data Engineer,252000,,EX,US,Engineer
Data Engineer,129000,,EX,US,Engineer
Analytics Engineer,193170,,EX,US,Engineer
Analytics Engineer,116480,,EX,US,Engineer
Applied Scientist,250000,,EX,US,Scientist
Applied Scientist,125000,,EX,US,Scientist
Data Engineer,146000,,EX,US,Engineer
Data Engineer,94000,,EX,US,Engineer
Director of Data Science,246080,,EX,GB,Other
Director of Data Science,203016,,EX,GB,Other
Head of Data,135344,,EX,GB,Other
Head of Data,110736,,EX,GB,Other
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Head of Data,329500,,EX,US,Other
Head of Data,269600,,EX,US,Other
Data Architect,250500,,EX,US,Other
Data Architect,159500,,EX,US,Other
Data Analyst,115000,,EX,US,Analyst
Data Analyst,105000,,EX,US,Analyst
Research Scientist,250000,,EX,US,Scientist
Research Scientist,170000,,EX,US,Scientist
Research Scientist,198800,,EX,US,Scientist
Research Scientist,105200,,EX,US,Scientist
Data Analyst,94035,,EX,US,Analyst
Data Analyst,57920,,EX,US,Analyst
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Analyst,113600,,EX,US,Analyst
Data Analyst,60000,,EX,US,Analyst
Data Engineer,150000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Scientist,256000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
Data Engineer,180000,,EX,US,Engineer
Data Engineer,165000,,EX,US,Engineer
Data Analyst,116000,,EX,US,Analyst
Data Analyst,78000,,EX,US,Analyst
Computer Vision Engineer,245000,,EX,GB,Engineer
Computer Vision Engineer,210000,,EX,GB,Engineer
Data Analyst,115934,,EX,US,Analyst
Data Analyst,81666,,EX,US,Analyst
Machine Learning Engineer,283200,,EX,US,Engineer
Machine Learning Engineer,188800,,EX,US,Engineer
Research Scientist,220000,,EX,US,Scientist
Research Scientist,150000,,EX,US,Scientist
Applied Scientist,192000,,EX,US,Scientist
Applied Scientist,164000,,EX,US,Scientist
Business Data Analyst,36000,,EX,GH,Analyst
NLP Engineer,32834,,EX,IN,Engineer
Research Scientist,205640,,EX,US,Scientist
Research Scientist,142600,,EX,US,Scientist
Data Engineer,193200,,EX,US,Engineer
Data Engineer,156400,,EX,US,Engineer
Machine Learning Engineer,196000,,EX,US,Engineer
Machine Learning Engineer,121000,,EX,US,Engineer
Data Engineer,72000,,EX,AR,Engineer
Data Engineer,48000,,EX,AR,Engineer
Data Engineer,165000,,EX,US,Engineer
Data Engineer,132300,,EX,US,Engineer
Data Scientist,244000,,EX,CA,Scientist
Data Scientist,197000,,EX,CA,Scientist
Data Science Manager,328000,,EX,US,Other
Data Science Manager,211000,,EX,US,Other
Data Scientist,237000,,EX,US,Scientist
Data Scientist,201450,,EX,US,Scientist
ML Engineer,229000,,EX,US,Engineer
ML Engineer,206000,,EX,US,Engineer
Data Scientist,231000,,EX,US,Scientist
Data Scientist,134000,,EX,US,Scientist
ML Engineer,183750,,EX,US,Engineer
ML Engineer,165400,,EX,US,Engineer
Data Engineer,175000,,EX,US,Engineer
Data Engineer,125000,,EX,US,Engineer
Analytics Engineer,152900,,EX,GB,Engineer
Analytics Engineer,117700,,EX,GB,Engineer
Data Scientist,285800,,EX,US,Scientist
Data Scientist,154600,,EX,US,Scientist
Data Operations Engineer,289120,,EX,US,Engineer
Data Operations Engineer,192400,,EX,US,Engineer
Staff Data Analyst,179998,,EX,SA,Analyst
Applied Machine Learning Scientist,48644,,EX,DE,Scientist
Data Scientist,35000,,EX,IN,Scientist
Data Engineer,230000,,EX,US,Engineer
Data Engineer,166000,,EX,US,Engineer
AWS Data Architect,258000,,EX,US,Other
Data Scientist,225000,,EX,US,Scientist
Data Scientist,156400,,EX,US,Scientist
Data Engineer,190000,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Data Scientist,196000,,EX,US,Scientist
Data Scientist,121000,,EX,US,Scientist
Data Scientist,219000,,EX,US,Scientist
Data Scientist,141000,,EX,US,Scientist
Data Engineer,230000,,EX,US,Engineer
Data Engineer,206000,,EX,US,Engineer
Applied Scientist,192000,,EX,US,Scientist
Applied Scientist,164000,,EX,US,Scientist
ML Engineer,300000,,EX,AU,Engineer
ML Engineer,260000,,EX,AU,Engineer
Data Analyst,147000,,EX,US,Analyst
Data Analyst,92000,,EX,US,Analyst
Machine Learning Engineer,200000,,EX,US,Engineer
Machine Learning Engineer,140000,,EX,US,Engineer
Data Manager,110000,,EX,US,Other
Data Manager,70000,,EX,US,Other
Data Engineer,284310,,EX,US,Engineer
Data Engineer,153090,,EX,US,Engineer
Machine Learning Engineer,261500,,EX,US,Engineer
Machine Learning Engineer,134500,,EX,US,Engineer
Product Data Analyst,83200,,EX,US,Analyst
Data Engineer,204500,,EX,DE,Engineer
Data Engineer,142200,,EX,DE,Engineer
Data Analyst,145000,,EX,US,Analyst
Data Analyst,106000,,EX,US,Analyst
Data Scientist,190000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
Analytics Engineer,275300,,EX,US,Engineer
Analytics Engineer,183500,,EX,US,Engineer
Data Engineer,147648,,EX,GB,Engineer
Data Engineer,123040,,EX,GB,Engineer
ETL Developer,182850,,EX,US,Other
ETL Developer,113000,,EX,US,Other
Business Intelligence Engineer,202800,,EX,US,Engineer
Business Intelligence Engineer,104300,,EX,US,Engineer
Data Engineer,215000,,EX,US,Engineer
Data Engineer,175000,,EX,US,Engineer
Data Scientist,228856,,EX,GB,Scientist
Data Scientist,144540,,EX,GB,Scientist
Data Engineer,162500,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Scientist,140000,,EX,US,Scientist
Data Scientist,115000,,EX,US,Scientist
Data Engineer,136600,,EX,US,Engineer
Data Engineer,109280,,EX,US,Engineer
Machine Learning Engineer,221000,,EX,US,Engineer
Machine Learning Engineer,185000,,EX,US,Engineer
Data Analyst,84000,,EX,CO,Analyst
Data Analyst,60000,,EX,CO,Analyst
Analytics Engineer,73824,,EX,GB,Engineer
Analytics Engineer,61520,,EX,GB,Engineer
BI Data Analyst,70000,,EX,US,Analyst
Machine Learning Developer,60000,,EX,NG,Other
Research Engineer,281000,,EX,US,Engineer
Research Engineer,196000,,EX,US,Engineer
Data Engineer,146000,,EX,US,Engineer
Data Engineer,94000,,EX,US,Engineer
Data Integration Specialist,69500,,EX,US,Other
Data Integration Specialist,46400,,EX,US,Other
Data Engineer,185000,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Data Engineer,145000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
Data Engineer,254000,,EX,US,Engineer
Data Engineer,200000,,EX,US,Engineer
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Scientist,281000,,EX,CA,Scientist
Data Scientist,181000,,EX,CA,Scientist
Data Architect,285000,,EX,US,Other
Data Architect,210000,,EX,US,Other
Data Analyst,69525,,EX,US,Analyst
Data Analyst,61800,,EX,US,Analyst
Data Scientist,192000,,EX,US,Scientist
Data Scientist,164000,,EX,US,Scientist
ML Engineer,178000,,EX,US,Engineer
ML Engineer,152000,,EX,US,Engineer
BI Developer,160000,,EX,JP,Other
Data Scientist,40000,,EX,US,Scientist
Data Analyst,125000,,EX,US,Analyst
Data Analyst,95000,,EX,US,Analyst
Data Visualization Analyst,130000,,EX,US,Analyst
Data Visualization Analyst,110000,,EX,US,Analyst
Data Scientist,48585,,EX,ES,Scientist
Data Scientist,38868,,EX,ES,Scientist
Data Engineer,145000,,EX,US,Engineer
Data Engineer,120000,,EX,US,Engineer
Machine Learning Engineer,283200,,EX,US,Engineer
Machine Learning Engineer,188800,,EX,US,Engineer
Research Engineer,225000,,EX,FR,Engineer
Research Engineer,168000,,EX,FR,Engineer
Data Scientist,140000,,EX,US,Scientist
Data Scientist,105000,,EX,US,Scientist
Data Scientist,130001,,EX,US,Scientist
Data Scientist,71907,,EX,US,Scientist
Analytics Engineer,144000,,EX,CA,Engineer
Analytics Engineer,80000,,EX,CA,Engineer
Data Architect,205000,,EX,US,Other
Data Architect,150000,,EX,US,Other
Data Analyst,189400,,EX,GB,Analyst
Data Analyst,131685,,EX,GB,Analyst
Head of Data,204500,,EX,US,Other
Head of Data,142200,,EX,US,Other
Data Scientist,150000,,EX,US,Scientist
Data Scientist,130000,,EX,US,Scientist
Data Engineer,120000,,EX,US,Engineer
Data Engineer,120000,,EX,US,Engineer
Data Analyst,172000,,EX,GB,Analyst
Data Analyst,110000,,EX,GB,Analyst
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Analyst,110000,,EX,US,Analyst
Data Analyst,90000,,EX,US,Analyst
BI Data Analyst,60000,,EX,US,Analyst
Data Scientist,77791,,EX,CA,Scientist
Data Scientist,55410,,EX,GB,Scientist
Product Data Analyst,57000,,EX,RU,Analyst
Autonomous Vehicle Technician,120000,,EX,GB,Other
Data Modeler,168400,,EX,US,Other
Data Modeler,90700,,EX,US,Other
Data Analyst,150000,,EX,US,Analyst
Data Analyst,95000,,EX,US,Analyst
Data Engineer,161000,,EX,US,Engineer
Data Engineer,85000,,EX,US,Engineer
Research Engineer,240000,,EX,US,Engineer
Research Engineer,157250,,EX,US,Engineer
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Scientist,277500,,EX,US,Scientist
Data Scientist,206000,,EX,US,Scientist
Machine Learning Engineer,165000,,EX,US,Engineer
Machine Learning Engineer,150000,,EX,US,Engineer
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Scientist,236500,,EX,US,Scientist
Data Scientist,176000,,EX,US,Scientist
